-58.10838336154069,-12.16315492720662
-25.291393523931276,-79.95162263332764
-96.13778539605985,18.532269215864744
-133.04963338420467,-43.107930367551404
-82.60856916160631,-135.944082362705
-51.79895485533504,-54.04586465375519
1.4462205923015574,-31.95255540576261
-48.49928316922657,-91.00464245077694
44.79987288187917,-186.19752721126088
-10.187409252171022,-205.11327077039823
-83.91633502096155,-209.33084795831275
-106.8678579732867,-131.1516028637917
-28.723761965793443,-138.44634609637052
-101.84715183542366,-208.88683825515199
-43.482595335011894,-229.31649244871335
-85.3431494502116,-307.6786022790309
-130.0616546187723,-333.05162672985637
-188.63694363544627,-300.34597630389527
-209.9265793063681,-356.7852105784176
-112.16701303694887,-385.01503821909307
-164.7536833717932,-459.1348501763597
-241.08705534399346,-527.1892543169487
-292.6603730175492,-603.7732979196362
-251.21185267153317,-696.5047255611726
-247.05924545942497,-769.8500916446046
-207.89452722071672,-857.7921720658643
-302.7123946111492,-799.8926930134644
-258.66847711200734,-752.2993716728519
-351.93471327127907,-734.3785249328954
-362.2457847961543,-653.4307687783637
-341.13702978350113,-734.9093691680605
-310.32087242252135,-833.8818765457286
-388.7129713390193,-815.958676995475
-435.59838063466486,-804.8510500001328
-347.7403272111085,-807.9186814745183
-255.89609282126827,-830.042970594406
-206.1458232552385,-763.3190888204085
-255.04272612739962,-810.0012942429497
-301.2840256759961,-813.5999195771624
-384.691266307002,-849.2059177467697
-458.6779979950361,-773.704120990566
-517.1116427877612,-779.9365496881721
-513.6333714912082,-797.187501054096
-600.7689953632544,-748.499101712308
-661.4081420665964,-792.0484543399916
-653.3044877906834,-851.8135504538184
-699.1858528579003,-856.798858202053
-628.9015404820565,-768.5027265800707
-684.5038605063991,-770.6274190108476
-614.219524112518,-827.910447011645
