-27.986580788644687,-22.358113045931646
-101.47374333048603,57.620687200894736
-175.68441666968215,103.71522833049386
-270.0402917611867,128.76390034962486
-266.8069777532216,106.76739490848752
-290.8639559484491,181.29446865447846
-255.32081330409346,272.89750645430826
-309.4888537607032,247.34224485710467
-365.02248192764375,331.2081473093694
-418.0284452207625,376.0568197657274
-413.49162469766935,417.3021016959322
-431.44744542720963,413.01449988288704
-358.75232974686537,396.20876475326435
-396.30196660519454,447.7398906803026
-397.75684332684705,358.7135736655026
-458.824948044136,285.8242957252628
-380.08134985235176,286.7035945798653
-358.35365677854355,294.3212701606169
-281.5383757837825,214.70348414648262
-334.24386355796634,200.79703071240252
-434.2299334719939,183.00433154708278
-532.7438722048531,166.29025901996047
-438.9506062605427,75.92967363560447
-459.6265321605335,53.722631964319845
-530.3526669770674,-22.76596765371903
-440.4215432219412,-38.73361039994256
-442.70934769409297,-82.19716685548582
-524.198249118718,-156.40296661942938
-532.0587900428461,-187.0510196564411
-506.41655998477347,-286.46355230661675
-596.8123727341638,-224.6424143876933
-527.4832117657509,-174.66675299396036
-532.7727170474348,-211.2492114594433
-605.571813732614,-270.54915371896914
-597.4498907303272,-308.97426665285985
-594.5586665198226,-318.0492500735635
-546.0425413856601,-250.7991141192834
-572.049762878473,-313.70843747219556
-575.3287968503145,-281.3536381507122
-498.51606755752033,-213.62257158575858
-411.3434954128247,-170.9265212901974
-365.95993892893677,-235.723606806539
-457.4479497423236,-256.2192059116623
-526.3209355967715,-163.24159433185014
-592.3383296041011,-217.61808651753694
-591.1550591964192,-261.9801326673007
-525.1962108421616,-347.9094713257375
-440.3745404518894,-316.9182142833858
-395.91078822113764,-275.34316922540404
-466.61094303065175,-247.4320901725328
